respid,sample,attempt,fcall,refusal,int_date,ilang,cregion,state,density,sstate,susr,usr,scregion,sdensity,llitext,qintro2,form,qs3,qs4,qs5,qs6,qs1,q1,q2,campnii,thought,q5,q9,q9a,Q9HORSE3,q10,q10a,q10b,q10c,q10d,q10horse,q11,q12,oftvote,q20,q23,q24f1,q25f2,q30a,q30b,q33a,q33b,q34a,q34b,q34c,q35,q40a,q40b,q40c,q40d,q40e,q40f,q40if1,q40jf1,q40kf1,q40lf1,q40nf2,q40of2,q40pf2,q40qf2,q41,q42,q45a,q45b,q45c,q45d,q48a,q48b,q48c,q49a,q49b,q50a,q50b,q50c,q50d,q50ef1,q50ff1,q50gf1,q50hf1,q50if2,q50jf2,q50kf2,q50lf2,q55,q56,q57,q58,q59,q60,q71,q72,q78,q79,q80,q81,sex,age,gen5,educ,hisp,racem1,racem2,racem3,racem4,adults,racecmb,racethn,birth_hisp,qtaa5,lan1,lan2,lan3,lan4,marital,relig,chr,qe3sos,born,attend,q82,q83,q84,q85,income,reg,party,partyln,partysum,partyideo,ideo,q86,q87,hh1,hh3,ql1,ql1a,qc1,money2,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,ll,cp,hispoversample,Primary_Language,cellweight,weight
200513,2,1,160615,0,160615,1,4,30,1,30,,R,4,1, , ,1, , , , ,2,1,1,2,1,2,1, ,1,1, ,1, ,1,1,2, ,1,2,2,2, ,1,1,2,3,2,2,2,1,1,2,1,1,1,2,3,3,2,2, , , , ,1,1,3,2,4,2,2,2,2,3,2,2,2,2,2,2,1,2,2, , , , ,2,1,2,2,1,1,1,1,2,1,2,2,1,47,4,3,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,4,2, , , ,8,1,2, ,2,4,3,1, ,3,2, , ,1,9,2,1,1, , , ,1,1, , ,1.3159207,1.1451098
200520,2,1,160615,0,160615,1,4,6,4,6,,U,4,4, , ,1, , , , ,2,1,1,3,3,2,1, , ,1, , , , , , , , ,3,2,2, , , , , ,2,2,2,3,1,1,1,2,1,1,2,2,2,1, , , , , , ,4,2,2,2, , , , , ,2,2,2,2,2,2,2,2, , , , ,3,3,4,2,2,3, , ,3,2,2,4,1,40,4,4,2,1, , , ,2,1,1, ,2, , , , ,1,12, ,, ,4,2, , ,3,6,3,2, ,2,4,2, , ,2,2, , ,2,9,2,1,1, , , ,0,1, , ,0.8172778,1.3163736
200521,2,2,160615,0,160615,1,4,32,2,32,,U,4,2, , ,1, , , , ,2,1,1,2,1,1,1, ,1,1, ,1, ,1,1,2, ,1,2,1,2, ,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1, , , , ,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2, , , , ,3,1,3,1,2,3,2,1,2,2,1,2,1,30,5,5,9,2, , , ,2,2,2, ,2, , , , ,6,2, ,,1,5,2, ,3, ,7,1,3,2,2,3,2,1, ,4,2, , ,1,1,2,2,1, , , ,1,1, , ,1.6818046,1.4798117
200522,2,1,160615,0,160615,1,4,41,1,41,,R,4,1, , ,2, , , , ,2,2,2,1,2,2,2, ,2,2, ,2,2, ,2, ,2,1,4,2, ,2,1,2,4,2,1,1,2,3,1,2,1,2,1,1, , , , ,2,1,2,4,1,2,3,4,4,3,1,1,1,2,3,1,1,1,1, , , , ,1,1,1,1,4,3,2,3,2,3,2,3,3,1,2,2,1,60,3,6,2,1, , , ,2,1,1, ,2, , , , ,1,13, ,,2,4,2, , , ,8,1,4,1,1,9,1, ,2,2,2, , ,1,9,2,1,4, , , ,1,1, , ,0.4386383,0.3828962
200526,2,1,160615,0,160615,1,4,4,3,4,,,4,3, , ,2, , , , ,2,1,1,1,1,3,1, ,1,1, ,1, ,1,1,2, ,1,3,1, ,2,1,1,1,4,1,1,2,3,1,1,1,1,1,1, , , , ,2,1,1,1,2,1,4,1,4,2,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,1,3,1,1,1,2,2,1,2,1,2,3,2,67,3,6,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,2,5,2, , , ,7,1,2, ,2,5,5,1, ,2,2, , ,9,9,1,2,1, , , ,0,1, , ,0.8049723,0.4405651
200528,2,1,160615,0,160615,1,4,8,2,8,,S,4,2, , ,1, , , , ,2,2,2,2,1,1,2, ,2,2, ,2,2, ,2, ,2,1,4,2,1, ,2,4,2,2,1,1,2,1,1,1,1,1,1,1,2,2,3,3, , , , ,2,1,2,3,2,2,1,2,2,3,1,1,1,1,1,1,1,2,2, , , , ,3,2,2,2,1,2,2,1,2,1,2,1,1,58,3,3,2,1, , , ,3,1,1, ,2, , , , ,1,1, ,,1,2,2,1, , ,8,1,1, ,1,1,2, ,2,5,4, , ,2,9,2,2,1, , , ,0,1, , ,1.0301148,1.129019
200530,2,1,160615,0,160615,1,4,6,2,6,,S,4,1, , ,1, , , , ,2,1,1,2,3,1,3, ,3,1, ,2, ,2,1,2, ,2,3,2,2, ,3,4,3,3,1,1,2,3,2,2,2,2,2,3,3,3,3,3, , , , ,2,1,2,2,2,2,3,2,2,3,2,3,1,1,2,2,1,2,2, , , , ,3,2,2,2,1,2,2,2,3,1,1,3,1,45,4,4,2,9, , , ,2,9,9, ,2, , , , ,1,99,2,, ,6,2, , , ,8,1,3,1,1,3,3, ,2,4,2, , ,2,9,2,2,2, , , ,0,1, , ,0.685865,0.8581717
200531,2,1,160615,0,160615,1,4,6,2,6,,S,4,2, , ,1, , , , ,2,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,2,1,2, ,1,1,1,1,1,1,2,1,1,2,2,1,2,1,4,4,1,1, , , , ,1,1,4,3,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1, , , , ,3,3,2,5,1,3,2,2,2,2,1,1,1,32,5,4,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,4,1,1, , ,8,1,1, ,1,1,1, ,2,4,2, , ,2,9,2,1,1, , , ,0,1, , ,0.8854961,1.2915832
200533,2,1,160615,0,160615,1,4,6,4,6,,U,4,5, , ,1, , , , ,2,1,1,1,1,1,1, , ,1, , , , , , , , ,3,1,2, , , , , ,1,1,1,3,2,3,1,2,1,1,3,3,4,3, , , , , , ,4,2,4,2, , , , , ,2,2,2,2,2,2,2,2, , , , ,1,1,3,2,1,2, , ,4,1,2,4,1,29,5,6,2,3, , , ,2,3,4, ,2, , , , ,6,10, ,, ,4,2, , ,3,5,2,2, ,2,5,4, , ,2,2, , ,2,9,2,1,4, , , ,0,1, , ,0.839815,1.0601141
200535,2,1,160615,0,160615,1,4,6,3,6,,U,4,3, , ,1, , , , ,2,1,1,2,3,3,1, ,1,1, ,2, ,1,1,2, ,1,3,1,2, ,1,3,2,3,1,1,2,3,1,1,1,2,1,3,1,1,4,4, , , , ,2,1,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2, , , , ,3,1,1,2,1,2,2,1,3,1,2,3,1,20,5,4,2,1, , , ,3,1,1, ,2, , , , ,6,12, ,, ,4,2, , ,2,9,1,4,2,2,9,3,1, ,4,3, , ,1,9,2,1,1, , , ,1,1, , ,1.0480621,1.6163725
200536,2,1,160615,0,160615,1,4,6,4,6,,S,4,4, , ,2, , , , ,2,1,1,2,3,1,1, , ,1, , , , , , , , ,3,1, ,1, , , , ,1,1,1,3,1,3,3,2,1,3, , , , ,3,2,1,1, , ,3,2,2,2, , , , , ,2,2,2,2, , , , ,2,2,2,2,3,3,3,2,1,2, , ,3,1,1,3,1,19,5,4,2,1, , , ,3,1,1, ,2, , , , ,6,1, ,,2,3,2, , , ,6,3,3,2,2,3,4, , ,3,3, , ,2,9,1,2,1, , , ,0,1, , ,1.1533633,1.2792667
200537,2,1,160615,0,160615,1,4,6,4,6,,S,4,4, , ,1, , , , ,2,2,1,2,1,3,2, ,2,2, ,1,2, ,2, ,2,2,3,1,2, ,1,1,4,2,3,1,1,1,1,3,1,1,1,1,3,3,3,3, , , , ,1,1,2,3,4,2,1,1,3,2,3,1,1,1,1,1,1,1,9, , , , ,4,2,4,2,1,3,2,3,1,1,2,2,1,57,3,7,9,9, , , ,2,9,9, ,2, , , , ,4,1, ,,1,2,1,1, , ,2,1,3,1,1,3,2, ,1,2,2, , ,2,9,1,1,1, , , ,0,1, , ,0.5192685,0.5773874
200538,2,1,160615,0,160615,1,4,6,3,6,,U,4,2, , ,2, , , , ,2,1,2,1,1,1,4,4,4,9,1, , ,2,1,2, ,1,4,2, ,1,1,1,3,3,1,1,2,3,1,1,1,2,1,1, , , , ,2,1,1,1,1,1,4,4,2,2,1,2,2,3,2,1,2,2,2, , , , ,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,4,1,24,5,6,1,7, , , ,2,5,3,1,1,4,4,1,1,6,12, ,, ,5,2, , ,3,10,1,3,9,9,3,5, , ,2,2, , ,2,9,1,1,1, , , ,0,1, ,1,0.3421226,0.4344203
200539,2,2,160615,0,160616,1,4,4,3,4,,,4,3, , ,1, , , , ,2,2,2,2,1,3,2, ,2,2, ,2,2, ,2, ,2,1,3,9,2, ,2,2,3,2,1,3,2,1,1,1,1,1,1,1,3,3,2,4, , , , ,1,9,2,3,3,2,3,3,3,3,1,1,1,1,1,1,1,2,2, , , , ,3,1,2,2,1,2,2,2,1,2,1,2,1,28,5,6,2,1, , , ,2,1,1, ,2, , , , ,6,1, ,,2,2,2, , , ,6,1,1, ,1,1,2, ,1,2,2, , ,2,9,1,2,1, , , ,0,1, , ,0.3778085,0.6151396
200540,2,1,160615,0,160615,1,4,6,4,41,,S,4,1, , ,1, , , , ,2,1,2,2,1,1,1, ,1,1, ,2, ,1,1,2, ,1,2,1,2, ,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1, , , , ,1,1,4,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2, , , , ,2,3,2,2,1,1,2,1,3,1,2,4,1,30,5,8,2,1, , , ,2,1,1, ,2, , , , ,1,9, ,, ,5,1, , ,3,9,1,2, ,2,5,5,1, ,2,2, , ,2,9,2,2,1, , , ,0,1, , ,0.382838,0.6179929
200545,2,1,160615,0,160615,1,3,40,3,6,,U,4,3, , ,1, , , , ,2,1,2,1,1,2,1, , ,1, , , , , , , , ,4,1,2, , , , , ,1,1,2,3,1,2,1,2,2,1,4,2,2,1, , , , , , ,3,3,4,2, , , , , ,2,2,2,2,2,1,2,2, , , , ,2,3,2,2,1,2, , ,2,1,2,3,1,28,5,6,2,1, , , ,2,1,1, ,2, , , , ,2,1, ,,2,4,2, , , ,8,2,3,2,2,3,3, , ,4,2, , ,1,9,2,2,1, , , ,1,1, , ,0.4847227,0.5856273
200547,2,1,160615,0,160615,1,4,41,4,41,,U,4,4, , ,1, , , , ,2,1,1,1,1,3,1, ,1,1, ,2, ,2,1,2, ,1,4,1,2, ,1,1,1,4,1,1,2,3,2,2,1,1,1,2,1,1,2,2, , , , ,1,1,4,2,3,2,2,2,2,1,2,9,2,2,2,2,3,2,2, , , , ,3,3,2,5,2,3,2,1,1,1,2,2,1,76,2,3,2,1, , , ,1,1,1, ,2, , , , ,3,1, ,,1,2,2,3, , ,2,1,3,2,2,3,2,1, ,1, , , ,2,1,1,1,1, , , ,0,1, , ,0.9558603,1.2831234
200550,2,1,160615,0,160615,1,4,6,5,6,,S,4,5, , ,1, , , , ,2,1,9,1,3,2,1, , ,1, , , , , , , , ,4,2,2, , , , , ,1,1,2,2,1,1,2,3,1,2,1,1,3,3, , , , , , ,1,2,2,2, , , , , ,2,2,2,2,1,1,2,2, , , , ,4,2,3,2,2,2, , ,3,1,1,2,1,18,5,3,1,1, , , ,3,1,3,1,1,2,2,1,1,6,12, ,, ,5,2, , ,2,3,3,3,1,1,3,3, , ,8,6, , ,2,9,2,1,4, , , ,0,1, ,1,0.7702662,0.8389801
200555,2,1,160615,0,160615,1,4,6,2,6,,U,4,2, , ,1, , , , ,2,2,2,2,1,1,2, ,2,2, ,1,1, ,2, ,2,1,2,1,2, ,2,2,3,2,1,2,2,1,1,3,1,1,1,1,2,3,2,1, , , , ,1,1,2,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,4,1,2,2,2,1,1,1,4,1,2,2,1,79,2,4,2,1, , , ,2,1,1, ,2, , , , ,2,1, ,,2,3,2, , , ,6,1,1, ,1,1,2, ,2,2,2, , ,1,9,2,1,4, , , ,1,1, , ,0.5676734,0.5172719
200559,2,1,160615,0,160615,1,4,6,5,6,,S,4,5, , ,2, , , , ,2,1,9,3,3,2,3, , ,1, , , , , , , , ,4,9, ,1, , , , ,2,2,2,3,1,1,2,1,1,1, , , , ,1,1,1,1, , ,1,1,4,3, , , , , ,1,2,2,2, , , , ,2,2,1,2,4,1,4,2,2,3, , ,9,1,2,4,1,42,4,3,1,7, , , ,1,5,3,1,1,1,1,1,1,3,99,2,, ,6,2, , , ,4,3,3,9,9,3,2, , ,3,1, , ,2,1,1,1,1, , , ,0,1, ,2,0.5458871,0.5452594
200560,2,1,160615,0,160615,1,4,6,3,6,,U,4,3, , ,1, , , , ,2,2,2,2,1,1,9,2,2,2, ,2,2, ,2, ,2,1,4,1,2, ,2,2,3,4,1,1,2,1,1,1,1,1,1,1,1,2,3,3, , , , ,2,1,3,3,4,3,3,2,2,3,1,1,1,1,1,1,1,2,2, , , , ,3,3,2,2,1,2,2,2,2,2,1,2,1,55,3,5,2,1, , , ,3,1,1, ,2, , , , ,1,1, ,,1,3,2,9, , ,9,1,1, ,1,2,3, ,2,4,3, , ,1,9,2,2,3, , , ,1,1, , ,0.7549007,0.8737572
200561,2,1,160615,0,160615,1,4,53,2,53,,S,4,2, , ,2, , , , ,2,1,2,2,1,1,1, ,1,1, ,2, ,2,1,2, ,1,4,1, ,2,1,1,3,4,2,1,2,3,2,1,1,1,1,1, , , , ,1,1,1,1,1,1,4,2,3,3,3,2,2,9,2,2,2,2,2, , , , ,2,2,2,2,3,3,3,2,2,3,3,2,1,1,9,1,1,37,4,4,2,1,5, , ,1,4,4, ,2, , , , ,6,6, ,, ,2,1, , , ,5,1,2, ,2,5,4,2, ,1, , , ,2,9,2,1,1, , , ,0,1, , ,1.1483761,1.4202543
200567,2,4,160615,0,160621,1,4,6,1,6,,S,4,4, , ,1, , , , ,2,1,1,1,3,1,1, ,1,1, ,1, ,1,1,2, ,1,2,1,2, ,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , ,1,1,4,1,4,3,2,2,2,1,2,2,1,2,2,2,2,2,2, , , , ,2,1,4,2,1,3,2,1,1,1,2,1,1,63,3,8,2,2, , , ,1,2,2, ,2, , , , ,1,1, ,,1,2,2,2, , ,6,1,2, ,2,4,2,1, ,1, , , ,2,1,2,2,1, , , ,0,1, , ,1.0397328,0.6072808
200570,2,3,160615,0,160619,1,4,53,3,4,,U,4,3, , ,1, , , , ,2,2,2,3,3,2,9,9,9,1, ,2, ,2,1,2, ,3,4,2,2, ,3,3,2,3,1,2,2,1,1,1,2,1,2,2,1,2,1,2, , , , ,1,1,2,3,3,2,2,2,3,1,2,1,1,1,2,1,1,2,2, , , , ,4,2,2,1,1,2,2,2,1,1,2,1,2,56,3,3,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,3,2,1, , ,5,1,3,1,1,3,1, ,2,4,2, , ,2,1,1,2,1, , , ,0,1, , ,1.3038512,1.6442949
200571,2,1,160615,0,160615,1,4,6,1,6,,U,4,1, , ,1, , , , ,2,2,2,1,1,3,2, ,2,2, ,2,2, ,2, ,2,1,4,1,2, ,1,1,4,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2, , , , ,2,1,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,3,2,3,3,2,3,2,2,1,2,1,1,1,52,3,8,2,1, , , ,2,1,1, ,2, , , , ,3,2, ,,2,4,2, ,3, ,7,1,3,1,1,3,2, ,2,4,2, , ,1,1,2,2,1, , , ,1,1, , ,0.5974522,0.539488
200575,2,1,160615,0,160615,1,4,41,1,41,,U,4,1, , ,2, , , , ,2,2,2,3,1,1,2, ,2,2, ,2,2, ,2, ,2,1,3,2, ,1,1,2,4,2,1,1,9,3,1,1,1,1,1,1, , , , ,1,1,1,1,9,1,2,2,3,3,1,1,3,2,1,1,1,1,3, , , , ,1,9,9,9,3,3,9,2,2,3,2,3,3,9,9,1,2,99,9,4,1,3,1,7, ,2,4,3,1,1,4,3,1,1,2,13, ,,2,4,1, , , ,10,1,3,1,1,3,2, ,9,4,2, , ,2,9,1,2,1, , , ,0,1, ,1,2.3334194,2.3655782
200577,2,1,160615,0,160615,1,4,53,1,53,,S,4,4, , ,1, , , , ,2,2,2,2,1,3,3, ,3,2, ,2,2, ,2, ,2,1,4,1,2, ,1,1,3,3,1,1,2,1,2,2,1,3,1,1,2,2,1,2, , , , ,1,1,3,4,3,2,3,1,1,3,1,1,1,1,2,1,2,1,2, , , , ,2,3,2,2,1,2,2,2,1,2,1,1,1,50,4,6,2,1, , , ,3,1,1, ,2, , , , ,1,1, ,,1,1,2,3, , ,8,1,1, ,1,1,2, ,2,5,3, , ,2,9,2,2,1, , , ,0,1, , ,0.5974522,0.6620735
200579,2,1,160615,0,160615,1,4,4,3,4,,U,4,3, , ,2, , , , ,2,2,9,3,3,2,2, ,2,2, ,2,2, ,2, ,2,1,4,2, ,1,2,2,3,3,3,2,2,3,1,2,1,2,1,2, , , , ,2,2,1,1,1,1,2,3,3,2,3,3,3,2,3,3,3,1,3, , , , ,1,3,3,1,3,2,2,2,1,2,2,3,2,1,2,3,1,45,4,6,1,1, , , ,3,1,3,1,1,4,3,1,1,1,99,2,, ,6,2, , , ,10,1,1, ,1,2,3, ,1,4,3, , ,1,9,2,2,2, , , ,1,1, ,1,0.3687457,0.430202
200581,2,1,160615,0,160615,1,4,41,1,41,,,4,1, , ,2, , , , ,2,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,1,1, ,2,1,1,4,1,1,3,9,1,1,1,1,1,1,1, , , , ,1,3,1,2,1,9,3,4,4,2,1,1,1,3,1,1,1,1,1, , , , ,1,1,1,1,4,1,3,5,3,2,1,3,2,1,2,3,1,73,2,4,2,1, , , ,2,1,1, ,2, , , , ,1,10, ,, ,6,2, , ,3,9,1,1, ,1,1,2, ,2,2,2, , ,2,9,1,1,1, , , ,0,1, , ,0.5076694,0.3943921
200585,2,1,160615,0,160615,1,4,6,2,6,,S,4,2, , ,1, , , , ,2,1,1,2,1,1,2, ,2,2, ,2,2, ,2, ,2,1,4,2,2, ,2,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,2,1, , , , ,2,2,2,1,2,1,1,2,2,2,3,2,2,2,1,2,2,1,1, , , , ,3,3,4,2,2,3,2,2,1,2,2,2,1,25,5,3,2,2, , , ,3,2,2, ,2, , , , ,2,13, ,,2,5,2, , , ,4,1,2, ,2,4,2,1, ,7,4, , ,1,1,1,2,1, , , ,1,1, , ,1.6174225,1.5187937
200587,2,1,160615,0,160615,1,4,4,3,4,,U,4,3, , ,1, , , , ,2,1,2,1,1,3,1, ,1,1, ,9, ,2,1,2, ,1,3,1,2, ,2,1,3,4,1,1,2,3,1,1,1,4,4,1,2,1,1,1, , , , ,2,1,4,2,4,4,2,2,2,3,3,2,2,2,2,2,1,2,2, , , , ,4,3,1,2,1,1,2,2,4,1,2,4,1,45,4,6,2,1, , , ,2,1,1, ,2, , , , ,1,2, ,,2,4,2, ,2, ,9,1,1, ,1,2,4, ,2,5,2, , ,1,9,2,2,1, , , ,1,1, , ,0.5315611,0.6006698
200588,2,1,160615,0,160616,1,1,36,5,6,,U,4,4, , ,2, , , , ,2,1,2,2,1,1,1, ,1,1, ,2, ,1,1,2, ,1,2,1, ,2,1,2,2,3,1,1,2,1,1,1,1,1,1,1, , , , ,2,1,1,1,2,1,4,2,3,2,2,2,2,3,2,2,2,2,2, , , , ,2,2,2,2,2,1,2,2,1,3,2,2,2,1,2,3,2,27,5,6,2,3, , , ,3,3,4, ,2, , , , ,6,12, ,, ,4,2, , ,2,5,1,2, ,2,5,4,1, ,3,3, , ,2,1,2,2,1, , , ,0,1, , ,1.2923506,2.0526544
200589,2,1,160615,0,160615,1,4,6,5,6,,S,4,5, , ,1, , , , ,2,1,1,1,1,3,1, , ,1, , , , , , , , ,3,1,2, , , , , ,1,1,1,3,1,3,1,1,1,2,3,1,2,1, , , , , , ,4,2,3,1, , , , , ,2,2,2,2,2,1,2,2, , , , ,1,3,2,5,9,2, , ,1,2,9,4,2,58,3,3,2,1, , , ,2,1,1, ,2, , , , ,1,12, ,, ,5,2, , ,3,8,3,2, ,2,5,4, , ,2,2, , ,2,9,2,2,1, , , ,0,1, , ,1.4296533,1.8283316
200591,2,1,160615,0,160615,1,4,6,5,6,,,4,5, , ,1, , , , ,2,1,2,2,3,1,1, , ,1, , , , , , , , ,3,1,2, , , , , ,1,1,1,3,2,1,2,1,1,3,2,2,1,1, , , , , , ,3,2,2,2, , , , , ,1,2,1,2,2,2,2,2, , , , ,3,3,3,2,1,3, , ,1,2,1,2,1,18,5,3,1,7, , , ,2,5,3,1,1,9,9,9,9,9,9, ,, ,9,9, , ,9,9,3,9,9,9,9,9, , ,9,9, , ,9,9,2,2,1, , , ,0,1, ,2,0.7702662,0.8389801
200593,2,1,160615,0,160616,1,4,6,2,4,,S,4,3, , ,2, , , , ,2,1,1,1,1,1,1, , ,1, , , , , , , , ,1,1, ,2, , , , ,1,1,2,1,1,1,1,1,1,1, , , , ,1,1,1,1, , ,4,1,4,2, , , , , ,2,2,2,2, , , , ,2,2,2,2,3,1,3,2,3,1, , ,3,1,2,3,1,27,5,6,1,7, , , ,2,5,3,1,1,1,1,1,1,2,12, ,, ,5,2, , ,3,7,3,2, ,2,5,5, , ,2,2, , ,2,9,1,1,1, , , ,0,1, ,2,0.4395459,0.4357703
200595,2,2,160615,0,160617,1,4,6,5,6,,S,4,5, , ,2, , , , ,2,1,1,1,1,1,1, ,1,1, ,2, ,2,1,1, ,2,3,1, ,2,2,2,3,3,1,2,1,3,2,2,2,3,1,1, , , , ,2,1,2,2,2,1,2,2,2,1,3,2,2,3,3,3,2,1,1, , , , ,2,2,2,2,3,3,3,2,2,3,2,2,1,2,2,2,1,65,3,3,2,1, , , ,3,1,1, ,2, , , , ,4,1, ,,2,6,2, , , ,5,1,2, ,2,4,2,1, ,4,4, , ,1,1,2,2,1, , , ,1,1, , ,1.1851483,1.2043171
200596,2,1,160615,0,160615,1,4,6,1,6,,S,4,1, , ,2, , , , ,2,2,2,1,1,1,2, , ,2, , , , , , , , ,1,1, ,2, , , , ,1,2,1,1,1,2,1,1,2,1, , , , ,1,4,2,2, , ,4,4,3,2, , , , , ,1,1,1,1, , , , ,1,1,1,9,3,3,2,1,2,1, , ,4,1,2,4,1,37,4,4,2,1, , , ,2,1,1, ,2, , , , ,1,9, ,, ,6,1, , ,3,6,3,3,1,1,3,3, , ,4,2, , ,2,9,1,2,1, , , ,0,1, , ,0.68819,0.7501812
200597,2,1,160615,0,160616,1,4,6,2,6,,U,4,4, , ,2, , , , ,2,2,2,2,1,3,2, , ,2, , , , , , , , ,3,1, ,2, , , , ,2,2,2,1,1,1,1,1,1,2, , , , ,2,1,1,1, , ,2,4,3,2, , , , , ,1,1,1,1, , , , ,2,1,1,9,3,3,3,2,1,1, , ,2,1,2,2,1,62,3,4,2,1, , , ,1,1,1, ,2, , , , ,1,1, ,,1,4,2,3, , ,7,3,1, ,1,1,2, , ,1, , , ,2,9,1,2,1, , , ,0,1, , ,0.5517808,0.5100678
200599,2,2,160615,0,160619,1,4,4,3,4,,,4,3, , ,2, , , , ,2,2,2,1,1,1,2, ,2,2, ,1,2, ,2, ,2,1,2,1, ,2,4,1,4,1,2,1,2,3,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,3,4,4,3,1,1,1,3,1,1,1,1,1, , , , ,1,1,1,1,4,3,3,2,1,3,2,2,1,1,2,1,2,70,3,9,9,9, , , ,2,9,9, ,2, , , , ,9,99,9,, ,9,9, , , ,10,1,9,9,9,9,9, , ,9,9, , ,9,9,2,2,1, , , ,0,1, , ,0.8049723,0.4405651
200600,2,1,160615,0,160616,1,4,6,3,6,,S,4,3, , ,1, , , , ,2,2,2,1,1,1,3, ,3,9,3, , , ,3,1,1,1,4,9,2, ,2,3,3,3,2,1,2,1,1,1,1,2,1,1,1,1,3,3, , , , ,1,2,3,3,3,1,3,2,4,3,3,1,3,1,2,2,1,2,1, , , , ,2,1,1,1,2,1,1,1,3,2,2,3,1,73,2,6,2,1, , , ,2,1,1, ,2, , , , ,1,99,2,, ,5,2, , , ,9,1,1, ,1,1,2, ,2,2,2, , ,2,9,2,2,1, , , ,0,1, , ,0.4252416,0.5138612
200603,2,4,160615,1,160624,2,4,6,5,6,,U,4,5, , ,1, , , , ,2,1,1,3,3,2,1, , ,1, , , , , , , , ,3,1,1, , , , , ,1,2,2,3,1,1,2,2,1,1,2,1,2,2, , , , , , ,2,2,2,1, , , , , ,9,2,2,2,2,2,1,2, , , , ,1,3,3,2,2,3, , ,3,9,2,1,1,29,5,2,1,7, , , ,2,5,3,3,1,3,2,3,3,6,13,1,,1,2,1,3, , ,2,3,3,2,2,3,2, , ,2,2, , ,2,1,2,1,1, , , ,0,1, ,2,0.5730424,0.6776496
200604,2,3,160616,0,160616,1,2,18,3,18,,S,2,5, , ,1, , , , ,2,2,2,1,1,1,2, ,2,2, ,2,1, ,2, ,2,1,3,1,2, ,1,1,3,2,1,2,1,1,1,1,1,1,1,1,2,3,1,1, , , , ,1,1,3,4,3,4,3,1,1,3,1,1,1,1,1,1,1,1,2, , , , ,2,3,3,2,1,2,2,1,1,2,9,3,1,22,5,5,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,2,2,1, , ,4,1,1, ,1,1,2, ,2,3,2, , ,2,9,2,2,1, , , ,0,1, , ,1.3393339,1.9827287
200605,2,2,160616,0,160616,1,4,6,4,26,,S,2,4, , ,1, , , , ,2,2,2,2,1,1,4,4,4,2, ,2,2, ,2, ,2,2,4,1,1, ,1,1,4,4,2,1,2,1,1,1,1,1,1,2,3,1,2,1, , , , ,2,1,4,2,3,3,3,1,2,2,3,3,1,1,2,3,3,2,2, , , , ,4,1,4,5,3,3,9,2,2,2,2,2,2,29,5,3,2,1, , , ,2,1,1, ,2, , , , ,1,1, ,,1,4,2,1, , ,4,1,2, ,2,9,9,2, ,3,2, , ,2,1,1,2,1,4, , ,0,1, , ,1.0984757,1.6427321
200606,2,3,160616,0,160616,1,1,36,5,25,,U,1,5, , ,1, , , , ,2,1,2,2,1,1,1, ,1,1, ,1, ,2,1,2, ,2,3,1,2, ,1,1,2,4,1,1,2,1,1,2,1,2,1,1,2,3,3,2, , , , ,2,1,3,2,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2, , , , ,3,3,3,2,1,3,2,1,1,2,2,3,1,37,4,6,2,2, , , ,3,2,2, ,2, , , , ,1,2, ,,2,2,2, ,3, ,9,1,3,2,2,3,3,1, ,7,4, , ,1,9,2,2,1, , , ,1,1, , ,0.4890023,0.7344727
200608,2,2,160616,0,160616,1,3,11,5,11,,U,3,5, , ,1, , , , ,2,1,2,1,9,1,1, ,1,1, ,1, ,1,1,2, ,1,2,1,9, ,1,4,1,4,1,9,1,1,1,1,1,1,1,1,1,1,1,9, , , , ,2,9,4,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,3,1,3,2,3,3,3,1,2,2,1,1,1,66,3,3,2,2, , , ,3,2,2, ,2, , , , ,3,1, ,,1,1,2,1, , ,2,1,2, ,2,5,4,1, ,5,3, , ,2,9,2,2,1, , , ,0,1, , ,1.9795211,2.2609054
